freq,psd_x,psd_y,psd_z,psd_xyz
161.8,4.342e+05,7.991e+05,6.357e+04,1.297e+06
163.3,4.229e+05,7.040e+05,5.861e+04,1.185e+06
164.9,4.419e+05,6.089e+05,5.505e+04,1.106e+06
166.4,4.351e+05,5.460e+05,5.080e+04,1.032e+06
168.0,4.319e+05,5.181e+05,4.607e+04,9.961e+05
169.5,4.515e+05,5.104e+05,4.123e+04,1.003e+06
171.1,5.176e+05,5.007e+05,3.903e+04,1.057e+06
172.7,5.221e+05,4.884e+05,3.698e+04,1.047e+06
174.2,5.450e+05,4.578e+05,3.349e+04,1.036e+06
175.8,5.855e+05,4.380e+05,3.109e+04,1.055e+06
177.3,6.720e+05,4.156e+05,3.076e+04,1.118e+06
178.9,8.088e+05,3.710e+05,3.049e+04,1.210e+06
180.4,9.610e+05,3.532e+05,3.057e+04,1.345e+06
182.0,1.100e+06,3.093e+05,2.901e+04,1.439e+06
183.5,9.652e+05,2.238e+05,2.291e+04,1.212e+06
185.1,3.334e+05,2.378e+05,1.590e+04,5.871e+05
186.7,1.268e+05,2.759e+05,1.390e+04,4.166e+05
188.2,1.311e+05,2.766e+05,1.279e+04,4.205e+05
189.8,1.326e+05,2.740e+05,1.142e+04,4.180e+05
191.3,1.522e+05,3.076e+05,1.040e+04,4.702e+05
192.9,2.101e+05,3.386e+05,9.160e+03,5.579e+05
194.4,3.280e+05,3.285e+05,6.816e+03,6.632e+05
196.0,2.704e+05,2.256e+05,4.985e+03,5.010e+05
197.5,1.227e+05,1.707e+05,6.762e+03,3.001e+05
199.1,1.227e+05,1.763e+05,7.204e+03,3.062e+05
