freq,psd_x,psd_y,psd_z,psd_xyz
65.5,3.575e+05,8.440e+03,2.545e+02,3.662e+05
67.0,3.734e+05,9.427e+03,2.771e+02,3.831e+05
68.6,3.794e+05,9.256e+03,2.710e+02,3.889e+05
70.1,3.981e+05,9.474e+03,2.714e+02,4.078e+05
71.7,4.429e+05,9.786e+03,2.922e+02,4.530e+05
73.3,5.007e+05,9.266e+03,3.560e+02,5.103e+05
74.8,5.680e+05,9.792e+03,4.713e+02,5.782e+05
76.4,6.256e+05,1.200e+04,5.912e+02,6.382e+05
77.9,6.712e+05,1.387e+04,6.412e+02,6.857e+05
79.5,7.032e+05,1.386e+04,6.165e+02,7.177e+05
81.1,7.296e+05,1.228e+04,5.420e+02,7.425e+05
82.6,8.146e+05,8.608e+03,4.004e+02,8.236e+05
84.2,9.267e+05,6.769e+03,3.056e+02,9.338e+05
85.7,1.050e+06,1.055e+04,4.955e+02,1.061e+06
87.3,1.185e+06,1.700e+04,9.504e+02,1.203e+06
88.9,1.332e+06,2.091e+04,1.249e+03,1.354e+06
90.4,1.482e+06,2.391e+04,1.504e+03,1.508e+06
92.0,1.651e+06,3.006e+04,1.980e+03,1.683e+06
93.5,1.844e+06,3.725e+04,3.066e+03,1.884e+06
95.1,2.106e+06,4.440e+04,5.763e+03,2.156e+06
96.6,2.445e+06,5.718e+04,1.044e+04,2.513e+06
98.2,2.834e+06,8.643e+04,1.778e+04,2.938e+06
99.8,3.342e+06,1.435e+05,2.794e+04,3.514e+06
101.3,3.988e+06,2.245e+05,4.030e+04,4.253e+06
102.9,4.665e+06,3.496e+05,6.317e+04,5.077e+06
104.4,5.377e+06,4.856e+05,1.078e+05,5.971e+06
106.0,5.904e+06,6.091e+05,1.593e+05,6.672e+06
107.6,5.619e+06,6.797e+05,1.707e+05,6.469e+06
109.1,5.410e+06,7.762e+05,1.744e+05,6.360e+06
110.7,5.670e+06,8.052e+05,1.920e+05,6.667e+06
112.2,6.083e+06,7.485e+05,2.113e+05,7.042e+06
113.8,6.632e+06,6.681e+05,2.326e+05,7.533e+06
115.4,7.166e+06,5.635e+05,2.530e+05,7.982e+06
116.9,7.433e+06,4.292e+05,2.680e+05,8.130e+06
118.5,7.346e+06,3.107e+05,2.843e+05,7.941e+06
120.0,7.030e+06,2.121e+05,3.198e+05,7.562e+06
121.6,6.644e+06,1.292e+05,3.968e+05,7.170e+06
123.1,6.349e+06,6.427e+04,5.602e+05,6.974e+06
124.7,6.119e+06,2.951e+04,8.698e+05,7.018e+06
126.3,5.919e+06,5.272e+04,1.485e+06,7.457e+06
127.8,6.175e+06,2.526e+05,2.785e+06,9.212e+06
129.4,7.667e+06,8.862e+05,4.829e+06,1.338e+07
130.9,9.380e+06,1.554e+06,5.451e+06,1.638e+07
132.5,6.387e+06,1.079e+06,2.948e+06,1.041e+07
134.1,1.015e+06,1.761e+05,3.933e+05,1.585e+06
135.6,1.487e+05,3.195e+04,4.113e+04,2.217e+05
137.2,1.008e+05,2.470e+04,2.071e+04,1.462e+05
138.7,7.203e+04,2.518e+04,1.129e+04,1.085e+05
140.3,5.261e+04,2.262e+04,6.960e+03,8.219e+04
141.9,3.757e+04,1.993e+04,4.566e+03,6.206e+04
143.4,2.756e+04,1.738e+04,3.188e+03,4.812e+04
145.0,2.182e+04,1.599e+04,2.468e+03,4.027e+04
146.5,1.815e+04,1.448e+04,2.082e+03,3.471e+04
148.1,1.622e+04,1.316e+04,1.952e+03,3.133e+04
149.6,1.727e+04,1.243e+04,2.140e+03,3.184e+04
151.2,2.677e+04,1.298e+04,2.666e+03,4.241e+04
152.8,3.452e+04,1.199e+04,2.703e+03,4.921e+04
154.3,3.729e+04,9.980e+03,2.213e+03,4.949e+04
155.9,4.294e+04,8.548e+03,1.742e+03,5.323e+04
157.4,4.855e+04,7.639e+03,1.355e+03,5.754e+04
159.0,5.662e+04,7.178e+03,1.053e+03,6.485e+04
160.6,6.507e+04,8.239e+03,8.372e+02,7.415e+04
162.1,7.209e+04,1.068e+04,7.017e+02,8.348e+04
163.7,7.454e+04,1.147e+04,5.967e+02,8.660e+04
165.2,7.708e+04,1.245e+04,5.220e+02,9.006e+04
166.8,7.947e+04,1.322e+04,4.705e+02,9.316e+04
168.4,1.023e+05,1.431e+04,5.501e+02,1.171e+05
169.9,1.491e+05,1.470e+04,8.281e+02,1.646e+05
171.5,1.591e+05,1.299e+04,8.911e+02,1.730e+05
173.0,1.470e+05,1.074e+04,8.432e+02,1.585e+05
174.6,1.317e+05,9.885e+03,8.021e+02,1.424e+05
176.1,1.159e+05,1.017e+04,7.338e+02,1.268e+05
177.7,1.040e+05,1.133e+04,6.581e+02,1.160e+05
179.3,9.383e+04,1.363e+04,5.534e+02,1.080e+05
180.8,8.703e+04,1.645e+04,5.279e+02,1.040e+05
182.4,8.132e+04,1.695e+04,5.283e+02,9.879e+04
183.9,7.280e+04,1.533e+04,4.729e+02,8.860e+04
185.5,6.104e+04,1.347e+04,3.721e+02,7.487e+04
187.1,5.057e+04,1.144e+04,2.796e+02,6.229e+04
188.6,4.375e+04,1.004e+04,2.387e+02,5.403e+04
190.2,3.710e+04,8.641e+03,1.809e+02,4.592e+04
191.7,3.249e+04,6.752e+03,1.465e+02,3.938e+04
193.3,3.473e+04,5.167e+03,1.462e+02,4.005e+04
194.9,3.810e+04,4.045e+03,1.754e+02,4.232e+04
196.4,3.901e+04,3.540e+03,2.044e+02,4.276e+04
198.0,3.888e+04,2.910e+03,2.684e+02,4.206e+04
199.5,4.347e+04,2.973e+03,3.608e+02,4.680e+04
