freq,psd_x,psd_y,psd_z,psd_xyz
104.5,1.975e+06,2.075e+05,1.371e+04,2.196e+06
106.0,2.004e+06,1.485e+05,2.106e+04,2.174e+06
107.6,1.831e+06,1.618e+05,2.470e+04,2.018e+06
109.1,1.722e+06,1.806e+05,2.902e+04,1.932e+06
110.7,1.760e+06,1.723e+05,3.736e+04,1.970e+06
112.2,1.880e+06,2.075e+05,4.987e+04,2.137e+06
113.8,2.125e+06,2.515e+05,6.093e+04,2.438e+06
115.4,2.468e+06,2.322e+05,6.070e+04,2.761e+06
116.9,2.822e+06,2.173e+05,5.435e+04,3.094e+06
118.5,3.146e+06,2.040e+05,4.953e+04,3.400e+06
120.0,3.515e+06,1.970e+05,4.919e+04,3.762e+06
121.6,3.982e+06,1.929e+05,5.528e+04,4.230e+06
123.2,4.468e+06,1.951e+05,7.814e+04,4.741e+06
124.7,4.874e+06,2.025e+05,1.319e+05,5.208e+06
126.3,4.990e+06,2.151e+05,2.128e+05,5.418e+06
127.8,4.886e+06,2.460e+05,3.698e+05,5.502e+06
129.4,5.168e+06,3.776e+05,6.925e+05,6.238e+06
131.0,6.179e+06,6.973e+05,1.285e+06,8.161e+06
132.5,5.469e+06,7.581e+05,1.330e+06,7.557e+06
134.1,1.163e+06,1.659e+05,2.790e+05,1.607e+06
135.6,8.949e+04,1.242e+04,2.246e+04,1.244e+05
137.2,6.814e+04,1.129e+04,1.517e+04,9.460e+04
138.7,5.545e+04,1.373e+04,9.920e+03,7.910e+04
140.3,4.571e+04,1.198e+04,6.391e+03,6.408e+04
141.9,3.959e+04,1.067e+04,4.453e+03,5.472e+04
143.4,3.476e+04,1.015e+04,3.112e+03,4.802e+04
145.0,3.114e+04,9.629e+03,2.230e+03,4.300e+04
146.5,2.794e+04,8.925e+03,1.694e+03,3.856e+04
148.1,2.401e+04,8.536e+03,1.223e+03,3.377e+04
149.7,2.434e+04,8.036e+03,1.164e+03,3.354e+04
151.2,3.393e+04,7.345e+03,1.467e+03,4.274e+04
152.8,4.036e+04,6.208e+03,1.589e+03,4.816e+04
154.3,3.795e+04,4.635e+03,1.373e+03,4.396e+04
155.9,3.758e+04,3.153e+03,1.183e+03,4.192e+04
157.5,3.998e+04,2.322e+03,1.036e+03,4.333e+04
159.0,4.359e+04,2.266e+03,8.844e+02,4.674e+04
160.6,4.791e+04,3.323e+03,7.927e+02,5.203e+04
162.1,4.939e+04,4.312e+03,6.340e+02,5.433e+04
163.7,4.531e+04,4.134e+03,4.684e+02,4.991e+04
165.2,4.385e+04,4.137e+03,3.703e+02,4.835e+04
166.8,4.860e+04,4.492e+03,3.304e+02,5.342e+04
168.4,7.030e+04,4.853e+03,3.641e+02,7.551e+04
169.9,1.053e+05,5.165e+03,4.451e+02,1.109e+05
171.5,1.139e+05,5.574e+03,4.104e+02,1.199e+05
173.0,1.008e+05,6.089e+03,3.453e+02,1.072e+05
174.6,8.794e+04,7.217e+03,2.996e+02,9.546e+04
176.2,7.359e+04,7.924e+03,2.592e+02,8.177e+04
177.7,6.217e+04,7.912e+03,2.279e+02,7.031e+04
179.3,5.731e+04,8.061e+03,2.050e+02,6.557e+04
180.8,5.341e+04,7.732e+03,1.923e+02,6.133e+04
182.4,4.597e+04,7.424e+03,1.712e+02,5.357e+04
184.0,4.053e+04,7.022e+03,1.554e+02,4.771e+04
185.5,3.647e+04,6.876e+03,1.582e+02,4.350e+04
187.1,3.331e+04,6.629e+03,1.534e+02,4.009e+04
188.6,3.316e+04,6.860e+03,1.543e+02,4.017e+04
190.2,3.433e+04,6.875e+03,1.588e+02,4.136e+04
191.8,3.446e+04,6.466e+03,1.517e+02,4.108e+04
193.3,3.343e+04,5.982e+03,1.633e+02,3.958e+04
194.9,3.520e+04,5.965e+03,1.675e+02,4.133e+04
196.4,3.781e+04,6.117e+03,1.596e+02,4.409e+04
198.0,3.812e+04,7.503e+03,1.282e+02,4.575e+04
199.5,3.411e+04,8.658e+03,1.219e+02,4.289e+04
