freq,psd_x,psd_y,psd_z,psd_xyz
176.2,9.632e+04,3.985e+05,3.766e+04,5.325e+05
177.7,9.559e+04,3.818e+05,3.465e+04,5.121e+05
179.3,8.216e+04,3.710e+05,3.152e+04,4.847e+05
180.8,8.267e+04,3.565e+05,2.992e+04,4.691e+05
182.4,8.529e+04,3.320e+05,2.756e+04,4.449e+05
183.9,8.432e+04,2.985e+05,2.383e+04,4.067e+05
185.5,8.815e+04,2.650e+05,2.116e+04,3.743e+05
187.1,8.675e+04,2.422e+05,1.912e+04,3.481e+05
188.6,8.168e+04,2.306e+05,1.733e+04,3.296e+05
190.2,8.002e+04,2.231e+05,1.607e+04,3.191e+05
191.7,8.023e+04,2.127e+05,1.485e+04,3.078e+05
193.3,7.936e+04,2.049e+05,1.379e+04,2.981e+05
194.9,7.880e+04,1.974e+05,1.265e+04,2.889e+05
196.4,7.535e+04,1.903e+05,1.142e+04,2.771e+05
198.0,6.854e+04,1.806e+05,1.029e+04,2.594e+05
199.5,7.106e+04,1.746e+05,9.377e+03,2.550e+05
