freq,psd_x,psd_y,psd_z,psd_xyz
78.6,4.306e+05,1.208e+05,2.106e+03,5.534e+05
80.1,5.035e+05,1.822e+05,4.407e+03,6.900e+05
81.7,6.044e+05,2.595e+05,8.059e+03,8.719e+05
83.2,7.226e+05,2.794e+05,1.024e+04,1.012e+06
84.8,8.453e+05,2.244e+05,9.353e+03,1.079e+06
86.3,9.809e+05,1.756e+05,7.860e+03,1.164e+06
87.9,1.141e+06,1.320e+05,6.305e+03,1.280e+06
89.4,1.342e+06,1.182e+05,5.281e+03,1.466e+06
90.9,1.562e+06,1.266e+05,4.518e+03,1.693e+06
92.5,1.803e+06,1.225e+05,3.587e+03,1.929e+06
94.0,2.070e+06,9.412e+04,2.829e+03,2.167e+06
95.6,2.360e+06,9.147e+04,3.665e+03,2.456e+06
97.1,2.712e+06,1.548e+05,5.379e+03,2.872e+06
98.6,3.091e+06,1.980e+05,6.700e+03,3.296e+06
100.2,3.428e+06,1.775e+05,8.781e+03,3.614e+06
101.7,3.736e+06,1.799e+05,1.096e+04,3.927e+06
103.3,4.122e+06,1.903e+05,1.215e+04,4.324e+06
104.8,4.600e+06,1.963e+05,1.235e+04,4.808e+06
106.3,5.213e+06,1.993e+05,1.407e+04,5.426e+06
107.9,5.839e+06,2.008e+05,1.744e+04,6.057e+06
109.4,6.536e+06,2.095e+05,2.178e+04,6.767e+06
111.0,7.519e+06,2.472e+05,2.856e+04,7.794e+06
112.5,8.672e+06,3.087e+05,3.918e+04,9.019e+06
114.1,1.013e+07,3.907e+05,5.253e+04,1.057e+07
115.6,1.173e+07,4.551e+05,6.536e+04,1.225e+07
117.1,1.334e+07,5.007e+05,7.794e+04,1.392e+07
118.7,1.482e+07,5.441e+05,9.253e+04,1.546e+07
120.2,1.441e+07,5.263e+05,1.009e+05,1.504e+07
121.8,8.616e+06,3.531e+05,7.081e+04,9.040e+06
123.3,5.769e+06,2.620e+05,6.470e+04,6.096e+06
124.8,6.882e+06,3.348e+05,1.319e+05,7.348e+06
126.4,8.634e+06,5.014e+05,2.928e+05,9.428e+06
127.9,1.006e+07,7.657e+05,5.969e+05,1.142e+07
129.5,1.138e+07,1.066e+06,9.400e+05,1.339e+07
131.0,1.152e+07,1.181e+06,1.033e+06,1.374e+07
132.5,8.751e+06,9.164e+05,7.363e+05,1.040e+07
134.1,2.216e+06,2.432e+05,1.752e+05,2.635e+06
135.6,2.469e+05,3.944e+04,1.918e+04,3.055e+05
137.2,2.055e+05,2.894e+04,1.122e+04,2.457e+05
138.7,2.002e+05,2.436e+04,7.416e+03,2.320e+05
140.3,1.890e+05,2.059e+04,4.918e+03,2.145e+05
141.8,1.594e+05,1.597e+04,3.095e+03,1.785e+05
143.3,1.301e+05,1.245e+04,1.928e+03,1.445e+05
144.9,1.079e+05,9.777e+03,1.263e+03,1.189e+05
146.4,8.912e+04,7.604e+03,8.985e+02,9.763e+04
148.0,7.049e+04,6.057e+03,6.592e+02,7.721e+04
149.5,5.820e+04,5.219e+03,5.546e+02,6.397e+04
151.0,5.198e+04,4.652e+03,4.936e+02,5.713e+04
152.6,5.015e+04,4.605e+03,4.925e+02,5.525e+04
154.1,5.720e+04,5.561e+03,5.662e+02,6.333e+04
155.7,6.629e+04,6.648e+03,5.981e+02,7.353e+04
157.2,8.309e+04,8.008e+03,7.082e+02,9.181e+04
158.7,1.454e+05,1.284e+04,1.005e+03,1.593e+05
160.3,2.688e+05,2.368e+04,1.610e+03,2.941e+05
161.8,3.216e+05,2.855e+04,1.806e+03,3.519e+05
163.4,3.178e+05,2.774e+04,1.649e+03,3.472e+05
164.9,3.093e+05,2.684e+04,1.486e+03,3.376e+05
166.5,3.010e+05,2.646e+04,1.335e+03,3.288e+05
168.0,2.845e+05,2.572e+04,1.244e+03,3.115e+05
169.5,2.610e+05,2.464e+04,1.095e+03,2.867e+05
171.1,2.548e+05,2.511e+04,1.019e+03,2.810e+05
172.6,2.645e+05,2.720e+04,1.022e+03,2.927e+05
174.2,2.678e+05,2.928e+04,1.091e+03,2.982e+05
175.7,2.786e+05,2.947e+04,1.140e+03,3.092e+05
177.2,2.727e+05,2.313e+04,9.844e+02,2.969e+05
178.8,2.488e+05,2.314e+04,9.337e+02,2.729e+05
180.3,2.286e+05,2.596e+04,9.477e+02,2.555e+05
181.9,2.156e+05,2.730e+04,9.811e+02,2.439e+05
183.4,2.012e+05,2.703e+04,9.852e+02,2.292e+05
184.9,1.893e+05,2.646e+04,9.836e+02,2.167e+05
186.5,1.866e+05,2.613e+04,1.021e+03,2.138e+05
188.0,1.920e+05,2.293e+04,9.457e+02,2.159e+05
189.6,2.303e+05,1.998e+04,8.692e+02,2.512e+05
191.1,2.744e+05,1.956e+04,8.292e+02,2.948e+05
192.7,3.162e+05,2.318e+04,9.295e+02,3.403e+05
194.2,3.214e+05,2.421e+04,1.009e+03,3.466e+05
195.7,3.420e+05,1.998e+04,9.467e+02,3.629e+05
197.3,3.733e+05,1.733e+04,9.102e+02,3.915e+05
198.8,3.544e+05,1.937e+04,1.009e+03,3.748e+05
