freq,psd_x,psd_y,psd_z,psd_xyz
63.9,1.154e+04,2.349e+06,2.551e+02,2.360e+06
65.4,1.251e+04,3.147e+06,8.409e+02,3.160e+06
67.0,1.079e+04,3.770e+06,2.551e+03,3.783e+06
68.5,8.660e+03,4.601e+06,5.427e+03,4.615e+06
70.1,1.038e+04,6.180e+06,8.125e+03,6.199e+06
71.7,1.753e+04,9.108e+06,9.599e+03,9.136e+06
73.2,2.936e+04,1.423e+07,7.623e+03,1.427e+07
74.8,4.485e+04,2.429e+07,1.224e+04,2.435e+07
76.3,7.987e+04,4.633e+07,7.204e+04,4.648e+07
77.9,9.943e+04,5.956e+07,1.848e+05,5.984e+07
79.5,7.022e+04,5.088e+07,2.385e+05,5.119e+07
81.0,3.134e+04,3.524e+07,1.826e+05,3.545e+07
82.6,1.372e+04,2.235e+07,9.717e+04,2.247e+07
84.1,1.119e+04,1.460e+07,5.099e+04,1.466e+07
85.7,1.361e+04,1.118e+07,3.745e+04,1.123e+07
87.2,2.157e+04,8.796e+06,2.897e+04,8.847e+06
88.8,2.759e+04,7.097e+06,2.366e+04,7.149e+06
90.4,3.776e+04,6.440e+06,2.477e+04,6.503e+06
91.9,5.616e+04,7.129e+06,3.707e+04,7.222e+06
93.5,6.372e+04,8.700e+06,5.828e+04,8.822e+06
95.0,6.600e+04,1.013e+07,8.106e+04,1.028e+07
96.6,5.670e+04,1.004e+07,9.192e+04,1.019e+07
98.2,4.231e+04,9.227e+06,9.573e+04,9.365e+06
99.7,2.909e+04,7.986e+06,9.224e+04,8.107e+06
101.3,1.882e+04,6.816e+06,8.868e+04,6.924e+06
102.8,1.333e+04,5.970e+06,8.577e+04,6.069e+06
104.4,1.125e+04,5.224e+06,8.354e+04,5.319e+06
105.9,1.026e+04,4.523e+06,8.130e+04,4.615e+06
107.5,9.466e+03,4.006e+06,8.038e+04,4.096e+06
109.1,1.488e+04,3.598e+06,8.118e+04,3.694e+06
110.6,3.449e+04,3.245e+06,8.594e+04,3.366e+06
112.2,4.946e+04,2.957e+06,9.016e+04,3.097e+06
113.7,5.213e+04,2.706e+06,9.395e+04,2.852e+06
115.3,6.605e+04,2.533e+06,1.008e+05,2.700e+06
116.8,9.622e+04,2.504e+06,1.159e+05,2.716e+06
118.4,1.286e+05,2.447e+06,1.279e+05,2.703e+06
120.0,1.437e+05,2.212e+06,1.241e+05,2.480e+06
121.5,1.194e+05,1.662e+06,9.343e+04,1.875e+06
123.1,1.148e+05,1.419e+06,7.364e+04,1.607e+06
124.6,1.302e+05,1.387e+06,7.491e+04,1.592e+06
126.2,1.574e+05,1.366e+06,8.935e+04,1.612e+06
127.8,1.961e+05,1.352e+06,1.132e+05,1.661e+06
129.3,2.395e+05,1.316e+06,1.513e+05,1.707e+06
130.9,2.519e+05,1.124e+06,1.917e+05,1.567e+06
132.4,1.515e+05,6.145e+05,1.352e+05,9.013e+05
134.0,2.426e+04,1.058e+05,2.412e+04,1.542e+05
135.5,4.748e+03,2.159e+04,4.757e+03,3.110e+04
137.1,5.619e+03,1.834e+04,2.774e+03,2.673e+04
138.7,7.743e+03,1.898e+04,1.690e+03,2.842e+04
140.2,1.241e+04,2.109e+04,1.241e+03,3.474e+04
141.8,2.048e+04,2.268e+04,8.213e+02,4.397e+04
143.3,2.482e+04,2.163e+04,4.814e+02,4.693e+04
144.9,2.936e+04,2.201e+04,3.815e+02,5.175e+04
146.4,4.372e+04,2.486e+04,4.380e+02,6.901e+04
148.0,7.165e+04,3.264e+04,5.619e+02,1.049e+05
149.6,1.067e+05,4.934e+04,7.049e+02,1.567e+05
151.1,1.020e+05,7.052e+04,1.486e+03,1.740e+05
152.7,7.786e+04,8.344e+04,3.775e+03,1.651e+05
154.2,6.244e+04,1.049e+05,6.572e+03,1.739e+05
155.8,4.329e+04,1.547e+05,7.991e+03,2.059e+05
157.4,3.419e+04,2.303e+05,9.141e+03,2.736e+05
158.9,3.379e+04,2.672e+05,9.554e+03,3.106e+05
160.5,4.954e+04,2.363e+05,7.342e+03,2.932e+05
162.0,5.422e+04,1.497e+05,3.774e+03,2.077e+05
163.6,4.138e+04,9.361e+04,1.883e+03,1.369e+05
165.1,4.233e+04,8.129e+04,1.182e+03,1.248e+05
166.7,4.676e+04,7.898e+04,9.879e+02,1.267e+05
168.3,5.510e+04,7.033e+04,1.124e+03,1.266e+05
169.8,4.366e+04,6.807e+04,1.272e+03,1.130e+05
171.4,4.430e+04,8.059e+04,1.441e+03,1.263e+05
172.9,5.017e+04,8.658e+04,1.346e+03,1.381e+05
174.5,5.968e+04,9.254e+04,1.287e+03,1.535e+05
176.0,6.508e+04,9.713e+04,1.385e+03,1.636e+05
177.6,5.925e+04,9.498e+04,1.408e+03,1.556e+05
179.2,5.369e+04,9.212e+04,1.452e+03,1.473e+05
180.7,5.985e+04,9.013e+04,1.511e+03,1.515e+05
182.3,7.237e+04,8.699e+04,1.539e+03,1.609e+05
183.8,1.003e+05,7.848e+04,1.494e+03,1.803e+05
185.4,1.307e+05,7.245e+04,1.481e+03,2.046e+05
187.0,1.539e+05,6.975e+04,1.549e+03,2.252e+05
188.5,1.518e+05,6.346e+04,1.513e+03,2.168e+05
190.1,1.335e+05,5.580e+04,1.308e+03,1.906e+05
191.6,1.198e+05,5.120e+04,1.221e+03,1.722e+05
193.2,1.075e+05,4.402e+04,1.189e+03,1.527e+05
194.7,9.885e+04,4.121e+04,1.232e+03,1.413e+05
196.3,9.214e+04,3.847e+04,1.137e+03,1.317e+05
197.9,8.621e+04,4.001e+04,1.225e+03,1.274e+05
199.4,7.932e+04,4.384e+04,1.304e+03,1.245e+05
